provider_id,shift_id,shift_start,Hours_Awake,Decisions_Made,Decisions_per_hour,Task_Switches,Task_Switches_per_hour,Avg_Decision_Time_sec,Error_Rate,Error_Rate_per_hour,Cognitive_Load_Score,Time_of_Day,fatigue_probability,risk_tier,total_dc_orders,total_changes,n_orders
P198DW,P198DW_2192-08-01_7,2192-08-01 07:07:07,10.08,26,2.58,12,1.19,234.0,0.4615,1.1909,7.99,7,0.39089665384417044,Moderate,8,3,26
P198FC,P198FC_2187-05-20_19,2187-05-21 00:15:21,0.1,25,60.0,15,30.0,300.0,0.0,0.0,7.49,0,0.919725872267591,High,0,0,25
P19AN5,P19AN5_2117-03-14_19,2117-03-14 20:36:10,0.1,27,60.0,15,30.0,300.0,0.1852,10.0,6.45,20,0.9049055211719689,High,0,0,27
P19AN5,P19AN5_2134-09-08_19,2134-09-08 23:27:25,0.86,24,27.88,12,13.94,3099.0,0.375,10.0,6.56,23,0.8269830496454744,High,0,0,24
P19FQZ,P19FQZ_2113-08-04_19,2113-08-04 21:15:00,5.77,20,3.46,9,1.56,654.5,0.15,0.5196,7.29,21,0.3799427410071179,Moderate,2,1,20
P203DX,P203DX_2133-05-04_19,2133-05-05 03:02:06,2.68,18,6.71,8,2.98,136.0,0.1111,0.746,7.23,3,0.38234164798408404,Moderate,0,0,18
P20BWS,P20BWS_2137-08-10_7,2137-08-10 14:25:04,0.1,30,60.0,18,30.0,300.0,0.0,0.0,6.91,14,0.7884166770197831,High,0,0,30
P20ON6,P20ON6_2140-01-31_7,2140-01-31 11:14:23,5.58,17,3.04,8,1.43,157.0,0.4706,1.4329,7.43,11,0.10790288447679167,Low,2,4,17
P20ON6,P20ON6_2140-02-01_7,2140-02-01 07:56:59,9.5,24,2.53,15,1.58,2503.5,0.375,0.9474,9.17,7,0.397978800666805,Moderate,7,2,24
P20ON6,P20ON6_2140-02-03_7,2140-02-03 11:35:07,5.56,16,2.88,6,1.08,388.0,0.375,1.0796,6.86,11,0.10708747948816527,Low,1,5,16
P20WDH,P20WDH_2125-06-18_7,2125-06-18 07:27:08,9.88,37,3.75,13,1.32,1672.0,0.3243,1.2152,4.59,7,0.12543248139777796,Low,3,9,37
P20YAA,P20YAA_2137-03-04_7,2137-03-04 11:17:10,2.93,18,6.14,12,4.09,145.5,0.3889,2.3864,8.66,11,0.3934434182905002,Moderate,3,4,18
P20YAA,P20YAA_2137-08-13_7,2137-08-13 10:41:57,7.5,51,6.8,35,4.67,200.0,0.1569,1.0668,7.02,10,0.11455037229245463,Low,2,1,51
P2154F,P2154F_2153-04-14_7,2153-04-14 09:44:11,7.48,22,2.94,10,1.34,96.0,0.3636,1.0691,7.66,9,0.38918628336808725,Moderate,1,5,22
P21L4X,P21L4X_2110-11-30_19,2110-11-30 19:00:27,11.29,19,1.68,9,0.8,2356.0,0.2632,0.443,8.16,19,0.6412947626396147,Moderate,2,3,19
P21MA0,P21MA0_2147-12-19_7,2147-12-19 10:36:37,5.48,38,6.93,25,4.56,332.0,0.1053,0.7296,6.51,10,0.12057747328385635,Low,1,0,38
P21TWC,P21TWC_2129-05-22_7,2129-05-22 15:09:22,3.14,22,7.0,10,3.18,80.0,0.0455,0.3182,6.5,15,0.3850440738260338,Moderate,0,1,22
P21TWC,P21TWC_2143-03-09_7,2143-03-09 11:13:24,0.1,19,60.0,11,30.0,233.0,0.0,0.0,7.04,11,0.7694698306872007,High,0,0,19
P21TWC,P21TWC_2143-03-18_7,2143-03-18 13:09:18,0.1,27,60.0,9,30.0,300.0,0.0,0.0,4.73,13,0.6350632638507124,Moderate,0,0,27
P21UHW,P21UHW_2110-12-05_7,2110-12-05 16:55:55,0.1,30,60.0,16,30.0,300.0,0.0,0.0,5.86,16,0.68954313806047,High,0,0,30
P223T0,P223T0_2148-07-01_7,2148-07-01 12:23:52,4.14,20,4.83,7,1.69,202.0,0.4,1.93,8.01,12,0.40538482119354596,Moderate,4,3,20
P22IZR,P22IZR_2115-10-09_19,2115-10-09 20:30:30,0.15,18,60.0,13,30.0,163.0,0.0,0.0,8.92,20,0.7807877333946176,High,0,0,18
P22SEC,P22SEC_2150-04-30_19,2150-04-30 19:09:38,2.92,19,6.51,5,1.71,2814.0,0.0,0.0,5.96,19,0.11493036800793671,Low,0,0,19
P22TWZ,P22TWZ_2154-04-25_7,2154-04-25 10:05:43,8.17,31,3.79,20,2.45,1212.0,0.3548,1.3457,8.05,10,0.11897501266506097,Low,4,5,31
P22TWZ,P22TWZ_2157-12-19_7,2157-12-19 15:54:24,1.99,30,15.04,19,9.53,7179.0,0.0333,0.5015,7.31,15,0.40265392604650985,Moderate,0,1,30
P22TWZ,P22TWZ_2169-01-14_19,2169-01-15 05:48:51,0.1,19,60.0,13,30.0,300.0,0.1579,10.0,7.85,5,0.8486405255212527,High,0,0,19
P22TWZ,P22TWZ_2184-10-08_7,2184-10-08 17:31:25,0.1,26,60.0,15,30.0,99.0,0.0,0.0,7.42,17,0.905789204849023,High,0,0,26
P22V04,P22V04_2148-07-20_7,2148-07-20 08:54:15,6.55,17,2.59,7,1.07,213.0,0.5294,1.3732,7.67,8,0.4006567957300405,Moderate,4,5,17
P22V34,P22V34_2137-08-04_19,2137-08-05 01:14:11,3.83,42,10.98,30,7.84,416.0,0.1429,1.5686,7.47,1,0.39388147301405774,Moderate,0,0,42
P23H5V,P23H5V_2114-06-20_7,2114-06-20 10:30:36,0.59,53,60.0,41,30.0,2133.0,0.0189,1.6878,7.33,10,0.7501291335240208,High,0,1,53
P23H5V,P23H5V_2140-03-25_7,2140-03-25 13:21:05,0.1,65,60.0,43,30.0,300.0,0.0,0.0,6.72,13,0.7543704154382088,High,0,0,65
P23H5V,P23H5V_2141-12-17_7,2141-12-17 09:20:31,4.79,58,12.12,34,7.1,190.0,0.0,0.0,7.25,9,0.3773492183122366,Moderate,0,0,58
P23H5V,P23H5V_2161-04-27_7,2161-04-27 08:04:58,0.15,55,60.0,40,30.0,531.0,0.0,0.0,7.25,8,0.7350493724745484,High,0,0,55
P23H5V,P23H5V_2161-11-19_7,2161-11-19 07:34:57,0.1,62,60.0,41,30.0,347.0,0.1129,10.0,6.9,7,0.7677783148553075,High,0,0,62
P23H5V,P23H5V_2167-05-05_7,2167-05-05 13:44:24,0.1,61,60.0,40,30.0,300.0,0.0,0.0,6.96,13,0.7570843729438735,High,0,0,61
P23H5V,P23H5V_2180-02-21_7,2180-02-21 07:45:28,0.1,58,60.0,45,30.0,300.0,0.1379,10.0,6.99,7,0.8065804423849405,High,0,0,58
P23H5V,P23H5V_2189-09-10_7,2189-09-10 07:31:56,0.1,58,60.0,47,30.0,300.0,0.1207,10.0,7.03,7,0.8388077206972695,High,0,0,58
P23JUJ,P23JUJ_2150-06-03_19,2150-06-03 19:56:51,0.12,15,60.0,12,30.0,416.0,0.0,0.0,9.15,19,0.8521778946990717,High,0,0,15
P23YUK,P23YUK_2135-01-18_7,2135-01-18 11:30:43,6.17,15,2.43,7,1.13,346.0,0.4,0.9727,8.71,11,0.10504629444860066,Low,3,1,15
P23YUK,P23YUK_2186-11-17_7,2186-11-17 11:09:17,3.13,28,8.94,4,1.28,113.0,0.7857,7.0207,5.97,11,0.7232862323485129,High,20,2,28
P2432W,P2432W_2173-04-16_19,2173-04-17 00:40:22,1.55,28,18.12,12,7.76,1249.0,0.0714,1.294,6.64,0,0.12255001921592598,Low,0,2,28
P25OY3,P25OY3_2153-02-12_19,2153-02-13 02:12:46,2.2,16,7.28,8,3.64,709.0,0.5,3.6423,9.41,2,0.38564785740084573,Moderate,2,6,16
P25RJV,P25RJV_2136-08-04_19,2136-08-04 22:08:49,2.57,23,8.94,15,5.83,233.0,0.0435,0.3887,6.51,22,0.11606553260183482,Low,0,1,23
P25U4M,P25U4M_2136-04-14_7,2136-04-14 10:19:15,7.48,22,2.94,12,1.6,1252.0,0.4091,1.2029,7.44,10,0.1144823222837904,Low,9,0,22
P25UJS,P25UJS_2132-05-18_7,2132-05-18 11:49:34,0.29,22,60.0,9,30.0,1040.0,0.1818,10.0,5.89,11,0.9132742226453497,High,0,1,22
P25UJS,P25UJS_2157-11-20_7,2157-11-20 12:54:31,0.77,25,32.37,15,19.42,334.0,0.16,5.1799,7.9,12,0.868135732318721,High,0,4,25
P260SK,P260SK_2116-02-28_7,2116-02-28 07:24:38,10.19,17,1.67,8,0.79,2138.0,0.3529,0.5889,7.34,7,0.5916418896781546,Moderate,2,4,17
P260SK,P260SK_2140-09-24_19,2140-09-25 06:25:39,0.1,16,60.0,8,30.0,47.0,0.0,0.0,8.3,6,0.8211602001155097,High,0,0,16
P260SK,P260SK_2176-12-16_19,2176-12-17 01:46:01,4.34,33,7.6,11,2.53,287.0,0.0909,0.6909,6.18,1,0.09561503025872531,Low,0,0,33
P260SK,P260SK_2180-03-03_19,2180-03-04 03:09:34,0.1,20,60.0,8,30.0,108.0,0.0,0.0,7.42,3,0.9094112931380592,High,0,0,20
P266TQ,P266TQ_2136-12-09_19,2136-12-09 19:41:27,1.86,37,19.9,25,13.45,264.0,0.1892,3.7651,8.21,19,0.3811616059265129,Moderate,2,2,37
P266TQ,P266TQ_2136-12-10_7,2136-12-10 07:05:33,8.01,20,2.5,12,1.5,358.0,0.2,0.4994,8.35,7,0.3774057780252053,Moderate,1,3,20
P266TQ,P266TQ_2136-12-14_7,2136-12-14 07:18:04,9.21,16,1.74,7,0.76,2416.0,0.25,0.4344,8.41,7,0.38081238496015407,Moderate,3,1,16
P266TQ,P266TQ_2140-02-08_19,2140-02-08 20:53:58,4.96,47,9.48,29,5.85,6384.0,0.1702,1.6135,6.95,20,0.3862526742224335,Moderate,4,1,47
P26CUQ,P26CUQ_2145-07-03_19,2145-07-03 22:38:04,1.33,30,22.61,15,11.31,421.0,0.1333,3.0151,5.8,22,0.3987529340530017,Moderate,0,0,30
P26J5X,P26J5X_2116-03-02_7,2116-03-02 09:44:33,7.22,17,2.35,9,1.25,328.5,0.4706,1.1073,8.08,9,0.1028528240916399,Low,4,4,17
P26J5X,P26J5X_2116-03-06_19,2116-03-06 22:02:46,8.39,16,1.91,9,1.07,2070.0,0.5,0.9537,8.9,22,0.3899002235553858,Moderate,4,3,16
P26J5X,P26J5X_2116-03-09_19,2116-03-10 06:01:57,0.1,20,60.0,16,30.0,35.0,0.0,0.0,9.55,6,0.780691300590522,High,0,0,20
P26J5X,P26J5X_2116-03-10_7,2116-03-10 07:11:35,0.1,30,60.0,17,30.0,300.0,0.0333,10.0,7.03,7,0.8393628629650098,High,0,0,30
P26ONL,P26ONL_2198-04-17_19,2198-04-17 21:58:11,0.75,29,38.74,17,22.71,347.0,0.0,0.0,6.6,21,0.6978448371362947,High,0,0,29
P26STN,P26STN_2187-05-18_7,2187-05-18 17:55:08,0.87,23,26.31,15,17.16,3147.0,0.0,0.0,7.82,17,0.6728938447253692,High,0,0,23
P26UJY,P26UJY_2129-01-04_19,2129-01-05 02:34:59,0.49,25,51.22,15,30.0,878.5,0.0,0.0,7.04,2,0.7976379404652904,High,0,0,25
P26UJY,P26UJY_2150-04-04_7,2150-04-04 11:08:26,7.22,41,5.68,27,3.74,3135.0,0.2439,1.3858,7.66,11,0.11457169447653653,Low,3,2,41
P26UJY,P26UJY_2150-04-05_7,2150-04-05 07:32:15,9.65,16,1.66,14,1.45,163.5,0.5,0.8292,9.46,7,0.7151217921574046,High,1,5,16
P26UJY,P26UJY_2150-04-06_7,2150-04-06 07:21:32,6.18,17,2.75,8,1.3,880.0,0.5882,1.6191,8.29,7,0.3873553204606366,Moderate,5,5,17
P26UJY,P26UJY_2150-04-07_7,2150-04-07 07:21:46,10.54,19,1.8,11,1.04,3007.0,0.6316,1.1383,7.4,7,0.39201887654215384,Moderate,2,8,19
P26UJY,P26UJY_2150-04-10_7,2150-04-10 07:25:01,10.23,23,2.25,18,1.76,1793.5,0.3913,0.8794,9.85,7,0.7473241092190549,High,5,3,23
P27INT,P27INT_2137-08-10_19,2137-08-10 21:49:11,6.46,60,9.29,39,6.04,908.0,0.0667,0.6193,7.52,21,0.37875002790710793,Moderate,2,2,60
P27INT,P27INT_2146-06-10_7,2146-06-10 16:44:01,1.71,29,16.96,15,8.77,351.5,0.1379,2.3392,6.8,16,0.3904988064457203,Moderate,0,3,29
P27IYV,P27IYV_2140-02-10_7,2140-02-10 09:56:42,7.15,17,2.38,10,1.4,860.0,0.4706,1.1194,6.95,9,0.11839903457042458,Low,5,3,17
P27IYV,P27IYV_2140-02-11_7,2140-02-11 10:53:44,5.17,16,3.1,8,1.55,592.0,0.3125,0.9676,9.25,10,0.6520782936748316,Moderate,2,3,16
P27IYV,P27IYV_2140-02-13_7,2140-02-13 08:21:32,10.16,17,1.67,12,1.18,1389.0,0.2941,0.492,9.6,8,0.7560780907828675,High,3,2,17
P27IYV,P27IYV_2140-02-26_7,2140-02-26 08:47:38,6.72,15,2.23,10,1.49,911.0,0.3333,0.7437,9.08,8,0.3810614751238534,Moderate,1,4,15
P27Q66,P27Q66_2149-10-03_7,2149-10-03 17:01:50,0.33,30,60.0,19,30.0,174.0,0.1667,10.0,6.79,17,0.9070246435418686,High,1,2,30
P27R7C,P27R7C_2145-12-08_19,2145-12-08 21:04:29,6.57,37,5.64,17,2.59,1183.0,0.2973,1.6753,6.23,21,0.1014823312506655,Low,1,3,37
P27U1Y,P27U1Y_2148-09-12_7,2148-09-12 10:53:54,5.26,17,3.23,8,1.52,2525.0,0.5882,1.9011,7.26,10,0.11020968112940067,Low,8,2,17
P28996,P28996_2181-10-25_7,2181-10-25 11:53:28,6.5,25,3.84,10,1.54,205.5,0.04,0.1537,7.86,11,0.11927280130493893,Low,0,1,25
P28ERP,P28ERP_2180-02-15_19,2180-02-15 21:06:51,1.7,44,25.92,30,17.67,210.5,0.1136,2.9455,7.77,21,0.6027945768180194,Moderate,3,1,44
P28LQK,P28LQK_2157-07-01_7,2157-07-01 08:33:57,9.96,21,2.11,11,1.1,629.0,0.3333,0.7029,7.73,8,0.3823030702520055,Moderate,3,4,21
P28LQK,P28LQK_2171-11-12_7,2171-11-12 08:50:49,8.05,19,2.36,15,1.86,1562.5,0.2105,0.4972,9.12,8,0.3830524442287636,Moderate,2,2,19
P28LQK,P28LQK_2171-11-18_19,2171-11-18 20:44:14,0.1,30,60.0,20,30.0,300.0,0.0,0.0,6.79,20,0.7767504599564206,High,0,0,30
P28OJ0,P28OJ0_2166-08-21_19,2166-08-22 01:07:37,5.65,23,4.07,17,3.01,943.5,0.1739,0.7077,8.84,1,0.3879672494239925,Moderate,1,3,23
P28PYW,P28PYW_2157-06-30_19,2157-07-01 04:34:32,1.87,27,14.4,18,9.6,107.0,0.1111,1.6002,8.22,4,0.37896976451084596,Moderate,3,0,27
P28PYW,P28PYW_2157-07-02_7,2157-07-02 11:15:53,3.24,19,5.87,11,3.4,300.0,0.0526,0.309,7.31,11,0.1108223569953748,Low,0,1,19
P28Y9O,P28Y9O_2116-12-03_19,2116-12-03 21:25:26,8.8,25,2.84,14,1.59,2267.0,0.2,0.5684,8.07,21,0.3808253008477657,Moderate,1,4,25
P28Y9O,P28Y9O_2116-12-03_7,2116-12-03 10:08:15,8.8,45,5.11,21,2.39,1008.0,0.3333,1.7037,8.37,10,0.11517412572650997,Low,9,6,45
P28Y9O,P28Y9O_2116-12-09_7,2116-12-09 11:42:14,4.99,15,3.01,9,1.81,1214.0,0.1333,0.4011,9.35,11,0.5306460663402408,Moderate,1,1,15
P292OR,P292OR_2176-11-21_7,2176-11-21 07:15:28,10.62,16,1.51,12,1.13,1196.0,0.3125,0.471,8.41,7,0.5760655881552272,Moderate,1,4,16
P297HS,P297HS_2116-07-03_7,2116-07-03 16:25:30,2.45,25,10.2,17,6.93,2444.0,0.28,2.8549,7.36,16,0.4108863797497246,Moderate,1,1,25
P29V49,P29V49_2176-08-11_7,2176-08-11 10:20:56,5.33,15,2.81,7,1.31,4487.0,0.0,0.0,7.27,10,0.37671968281670126,Moderate,0,0,15
P29Y8O,P29Y8O_2136-11-05_7,2136-11-05 07:28:55,11.31,21,1.86,10,0.88,917.0,0.2857,0.5304,7.3,7,0.5797681848245907,Moderate,1,4,21
P303SL,P303SL_2193-11-23_7,2193-11-23 16:37:49,0.68,16,23.65,3,4.43,1016.0,0.0625,1.4778,5.48,16,0.40796304391265475,Moderate,1,0,16
P30SLX,P30SLX_2142-05-10_7,2142-05-10 14:32:33,0.77,17,22.01,8,10.36,1390.0,0.0,0.0,7.43,14,0.6197867123015411,Moderate,0,0,17
P30SZF,P30SZF_2150-03-18_19,2150-03-19 02:21:31,1.63,26,15.91,16,9.79,170.0,0.0,0.0,7.27,2,0.37787824234118816,Moderate,0,0,26
P30SZF,P30SZF_2178-12-21_19,2178-12-22 02:17:47,3.25,23,7.07,10,3.07,300.0,0.0,0.0,5.48,2,0.11243426170115522,Low,0,0,23
P30SZF,P30SZF_2189-06-10_19,2189-06-10 22:58:51,0.1,30,60.0,25,30.0,300.0,0.0667,10.0,6.82,22,0.9133140326667655,High,0,0,30
P319G4,P319G4_2187-05-20_7,2187-05-20 18:25:35,0.1,28,60.0,16,30.0,300.0,0.0357,10.0,6.74,18,0.9271854536014164,High,0,1,28
P319LM,P319LM_2136-11-04_19,2136-11-04 23:11:21,3.43,21,6.12,10,2.91,987.0,0.2381,1.4561,7.77,23,0.3797253378451592,Moderate,0,0,21
P319LM,P319LM_2136-12-31_19,2137-01-01 01:03:56,1.41,22,15.62,11,7.81,968.0,0.0,0.0,6.69,1,0.3871411301700205,Moderate,0,0,22
P31EYU,P31EYU_2176-12-18_7,2176-12-18 07:43:20,10.18,17,1.67,11,1.08,17.5,0.2353,0.3928,9.11,7,0.6955906346438662,High,1,3,17
P31EYU,P31EYU_2176-12-20_7,2176-12-20 11:02:31,7.76,18,2.32,3,0.39,1020.0,0.5556,1.2891,5.03,11,0.12046441201370173,Low,5,3,18
P31EYU,P31EYU_2176-12-24_7,2176-12-24 07:14:42,10.36,16,1.54,6,0.58,168.0,0.4375,0.6759,7.51,7,0.5368475763435366,Moderate,4,3,16
P31OAO,P31OAO_2116-12-03_19,2116-12-03 21:12:36,0.1,27,60.0,14,30.0,300.0,0.0,0.0,6.61,21,0.70107293786753,High,0,0,27
P326AV,P326AV_2117-03-07_19,2117-03-07 19:18:51,8.47,22,2.6,17,2.01,3674.5,0.1364,0.354,8.51,19,0.5769870825254373,Moderate,1,2,22
P326AV,P326AV_2166-08-22_7,2166-08-22 09:05:40,9.15,18,1.97,14,1.53,1717.0,0.1111,0.2187,7.88,9,0.11373501382928888,Low,0,2,18
P32CFJ,P32CFJ_2149-10-03_19,2149-10-03 19:23:45,0.9,29,32.31,18,20.06,3231.0,0.1034,3.3426,6.81,19,0.7105340946430576,High,0,0,29
P32CFJ,P32CFJ_2155-12-02_19,2155-12-02 20:50:41,0.81,29,35.94,10,12.39,170.5,0.2414,8.6747,5.36,20,0.9122201760536229,High,5,0,29
P32G2Z,P32G2Z_2201-07-07_7,2201-07-07 13:57:40,2.94,20,6.79,10,3.4,658.0,0.05,0.3397,9.3,13,0.542670078065617,Moderate,1,0,20
P32LIL,P32LIL_2129-10-29_7,2129-10-29 13:33:56,0.19,20,60.0,9,30.0,667.0,0.05,5.3973,7.11,13,0.8410098014691062,High,0,0,20
P32LIL,P32LIL_2141-07-31_7,2141-07-31 13:25:14,5.31,24,4.52,0,0.0,410.5,0.375,1.6949,-0.0,13,0.12624390944723382,Low,6,3,24
P32LIL,P32LIL_2150-06-03_19,2150-06-03 20:20:05,8.91,19,2.13,10,1.12,1323.0,0.2105,0.4491,8.74,20,0.39114820190612626,Moderate,1,3,19
P32NZF,P32NZF_2178-12-20_19,2178-12-21 03:31:55,2.48,15,6.06,8,3.23,814.0,0.0,0.0,9.07,3,0.3931114727134336,Moderate,0,0,15
P32WOE,P32WOE_2176-11-25_19,2176-11-26 03:09:49,0.41,34,60.0,18,30.0,76.5,0.0882,7.3922,6.97,3,0.8317498275874539,High,1,0,34
P32XMW,P32XMW_2176-11-19_7,2176-11-19 17:11:19,0.1,20,60.0,15,30.0,33.0,0.05,10.0,8.84,17,0.9815998287024877,High,0,1,20
P333IU,P333IU_2157-11-21_19,2157-11-21 23:35:10,0.1,21,60.0,10,30.0,300.0,0.0,0.0,6.89,23,0.8062361963143178,High,0,0,21
P3352Z,P3352Z_2143-03-02_7,2143-03-02 11:22:42,6.98,21,3.01,6,0.86,837.0,0.5238,1.5767,4.09,11,0.11928169388576862,Low,11,0,21
P337L8,P337L8_2148-01-24_7,2148-01-24 07:16:06,2.43,28,11.5,6,2.46,203.0,0.4286,4.9298,7.37,7,0.7147631746250022,High,10,1,28
P33EFY,P33EFY_2116-02-29_7,2116-02-29 09:15:13,5.77,20,3.47,8,1.39,116.0,0.25,0.8668,7.98,9,0.41052559171874753,Moderate,2,2,20
P33EFY,P33EFY_2116-03-03_7,2116-03-03 09:51:07,4.92,16,3.25,7,1.42,204.0,0.4375,1.4224,9.03,9,0.13185030029378797,Low,3,4,16
P33EFY,P33EFY_2116-03-07_7,2116-03-07 09:50:47,8.6,24,2.79,14,1.63,2113.0,0.5,1.3959,7.41,9,0.11997521679460055,Low,2,8,24
P33EFY,P33EFY_2116-03-08_7,2116-03-08 10:09:56,8.48,15,1.77,9,1.06,186.5,0.4667,0.8259,8.47,10,0.10848617917208786,Low,2,5,15
P33EFY,P33EFY_2116-03-09_7,2116-03-09 07:44:13,11.22,65,5.8,23,2.05,131.5,0.8769,5.0824,7.15,7,0.7788505045695059,High,47,10,65
P33HUF,P33HUF_2125-02-27_19,2125-02-27 19:36:23,6.88,26,3.78,8,1.16,680.0,0.6154,2.3262,4.88,19,0.247317520901447,Low,10,6,26
P33HUF,P33HUF_2125-03-21_7,2125-03-21 08:43:45,8.93,18,2.02,10,1.12,688.5,0.3889,0.7842,9.2,8,0.392221400880913,Moderate,3,4,18
P33HUF,P33HUF_2125-03-23_7,2125-03-23 07:46:37,8.97,16,1.78,9,1.0,1115.5,0.5,0.8921,8.3,7,0.3943953426633577,Moderate,4,4,16
P33HUF,P33HUF_2189-09-14_19,2189-09-14 19:27:29,3.04,44,14.48,24,7.9,990.0,0.1364,1.9746,5.84,19,0.21796023150081645,Low,1,1,44
P33K8A,P33K8A_2142-08-27_19,2142-08-27 21:59:59,3.6,28,7.78,18,5.0,30.0,0.0,0.0,6.79,21,0.3988682934450234,Moderate,0,0,28
P33YAF,P33YAF_2117-03-09_7,2117-03-09 18:05:32,0.1,23,60.0,18,30.0,300.0,0.0,0.0,8.55,18,0.9144426805395041,High,0,0,23
P3584Z,P3584Z_2117-03-19_7,2117-03-19 07:22:26,9.1,27,2.97,10,1.1,111.0,0.4444,1.319,7.11,7,0.37848960178529684,Moderate,5,7,27
P3584Z,P3584Z_2117-03-20_7,2117-03-20 07:07:18,10.47,15,1.43,3,0.29,266.0,0.4667,0.6687,9.18,7,0.5860207925346376,Moderate,2,5,15
P35DJE,P35DJE_2196-02-24_7,2196-02-24 17:41:23,0.1,25,60.0,16,30.0,300.0,0.0,0.0,7.99,17,0.9125356492009256,High,0,0,25
P35GNP,P35GNP_2137-06-13_7,2137-06-13 08:16:02,9.86,16,1.62,9,0.91,1789.5,0.3125,0.5072,7.08,8,0.6299662923490447,Moderate,1,2,16
P35R74,P35R74_2148-06-24_7,2148-06-24 16:59:59,1.9,53,27.92,15,7.9,444.5,0.0755,2.1068,4.78,16,0.3866721967714061,Moderate,1,1,53
P35VV9,P35VV9_2177-07-15_7,2177-07-15 16:26:14,0.61,35,57.53,14,23.01,2190.0,0.0,0.0,4.8,16,0.388559025948782,Moderate,0,0,35
P3679R,P3679R_2141-08-01_19,2141-08-01 23:26:59,0.1,21,60.0,9,30.0,300.0,0.1429,10.0,6.1,23,0.9073787033752916,High,0,0,21
P36INQ,P36INQ_2136-04-19_19,2136-04-19 21:18:33,0.1,21,60.0,13,30.0,300.0,0.0,0.0,7.1,21,0.8327438992326999,High,0,0,21
P36INQ,P36INQ_2136-04-20_7,2136-04-20 07:19:06,11.26,30,2.66,15,1.33,642.0,0.2,0.5328,7.72,7,0.6625575593238402,Moderate,6,0,30
P36L49,P36L49_2150-03-30_7,2150-03-30 07:01:12,2.51,30,11.93,20,7.95,4526.5,0.0,0.0,7.51,7,0.36392732422012863,Moderate,0,0,30
P36ML5,P36ML5_2201-11-16_7,2201-11-16 17:17:27,0.1,26,60.0,16,30.0,296.0,0.1538,10.0,6.56,17,0.9075299745122636,High,0,1,26
P36NB7,P36NB7_2141-05-27_19,2141-05-27 22:24:35,0.1,40,60.0,18,30.0,300.0,0.075,10.0,6.08,22,0.9116636013710848,High,0,0,40
P36NB7,P36NB7_2147-06-16_19,2147-06-17 01:16:37,3.71,33,8.88,14,3.77,604.0,0.0606,0.5385,6.62,1,0.11907669116590652,Low,0,1,33
P36SN7,P36SN7_2148-07-04_19,2148-07-04 20:39:50,0.1,46,60.0,21,30.0,300.0,0.1522,10.0,5.59,20,0.9061793313441475,High,0,1,46
P36XXQ,P36XXQ_2193-08-05_7,2193-08-05 13:11:36,1.24,16,12.92,11,8.88,4458.0,0.0,0.0,7.61,13,0.3720266908046558,Moderate,0,0,16
P37E1E,P37E1E_2156-04-22_7,2156-04-22 08:43:21,3.7,16,4.32,10,2.7,546.5,0.4375,1.8909,8.57,8,0.3928738634665827,Moderate,1,6,16
P37H85,P37H85_2148-09-10_19,2148-09-10 19:48:47,11.15,17,1.52,11,0.99,1056.0,0.2941,0.4485,8.36,19,0.6080095427507789,Moderate,2,3,17
P37H85,P37H85_2148-09-10_7,2148-09-10 14:42:45,4.02,15,3.73,8,1.99,166.0,0.2,0.7456,6.71,14,0.10077813721987416,Low,1,2,15
P37JCC,P37JCC_2147-09-11_19,2147-09-12 06:52:16,0.1,16,60.0,10,30.0,56.0,0.125,10.0,8.5,6,0.9902372649085555,High,0,1,16
P37MXN,P37MXN_2150-03-26_7,2150-03-26 10:20:34,4.99,16,3.2,12,2.4,253.5,0.3125,1.0011,9.61,10,0.5449380980225782,Moderate,0,5,16
P37UPO,P37UPO_2137-10-12_19,2137-10-12 21:40:31,2.35,27,11.51,12,5.11,1026.5,0.037,0.4262,8.05,21,0.38898066517115315,Moderate,0,1,27
P37VJK,P37VJK_2175-07-06_7,2175-07-06 16:58:12,1.65,42,25.51,15,9.11,86.5,0.1429,3.645,6.02,16,0.3790649235224021,Moderate,0,2,42
P384DI,P384DI_2146-06-22_19,2146-06-22 19:05:55,11.19,80,7.15,47,4.2,868.0,0.3125,2.2339,6.96,19,0.7441173672104514,High,2,7,80
P384DI,P384DI_2146-06-25_19,2146-06-25 22:08:21,5.9,15,2.54,7,1.19,3732.0,0.3333,0.8475,8.62,22,0.40259435457643117,Moderate,0,4,15
P384DI,P384DI_2146-06-25_7,2146-06-25 09:59:06,7.75,20,2.58,7,0.9,2115.0,0.5,1.2901,7.2,9,0.12194330368891261,Low,4,6,20
P384DI,P384DI_2146-06-28_7,2146-06-28 08:58:29,9.45,18,1.91,12,1.27,190.0,0.4444,0.8469,8.08,8,0.406917024683541,Moderate,1,6,18
P385BV,P385BV_2176-11-14_19,2176-11-14 20:43:25,2.08,29,13.96,12,5.78,576.0,0.1034,1.4444,6.21,20,0.12789087015881248,Low,0,1,29
P38GCF,P38GCF_2111-01-17_7,2111-01-17 12:37:14,0.1,60,60.0,42,30.0,300.0,0.0,0.0,7.06,12,0.7873857906471639,High,0,0,60
P38GCF,P38GCF_2113-08-25_7,2113-08-25 10:05:30,0.14,60,60.0,40,30.0,497.0,0.0,0.0,7.06,10,0.807413964551018,High,0,0,60
P38GCF,P38GCF_2120-05-13_7,2120-05-13 13:35:29,0.1,64,60.0,47,30.0,300.0,0.0,0.0,6.92,13,0.7588315559528652,High,0,0,64
